1	1	1
1	2	0.99992
1	3	0.984548
1	4	0.927907
1	5	0.798487
1	6	0.999461
1	7	0.261762
1	8	0.0353638
1	9	0.4597
1	10	0.999758
1	11	0.914909
1	12	0.0353638
1	13	0.999713
1	14	0.999943
1	15	0.999793
1	16	0.971621
1	17	0.999935
1	18	0.0353638
1	19	0.99046
1	20	0.997002
1	21	0.999988
1	22	0.938285
1	23	0.999731
1	24	0.970634
1	25	0.79264
1	26	0.735438
1	27	0.807932
1	28	0.741645
1	29	0.992098
1	30	0.991893
1	31	0.695017
1	32	0.980279
1	33	0.999597
1	34	0.856101
1	35	0.99981
1	36	0.995732
1	37	0.997773
1	38	0.992348
1	39	0.708328
1	40	0.415196
1	41	0.999928
1	42	0.99986
1	43	0.972703
1	44	0.999954
1	45	0.999844
1	46	0.999846
1	47	0.953306
1	48	0.549088
1	49	0.869655
1	50	0.912337
1	51	0.0353638
1	52	0.786343
1	53	0.956205
1	54	0.999251
1	55	0.997825
1	56	0.562216
1	57	0.845013
1	58	0.0353638
1	59	0.0353638
1	60	0.928541
1	61	0.622188
1	62	0.78678
1	63	0.999587
1	64	0.455065
1	65	0.986404
1	66	0.276938
1	67	0.999909
1	68	0.999776
1	69	0.706449
1	70	0.953408
1	71	0.585452
1	72	0.996296
1	73	0.999968
1	74	0.999513
1	75	0.999953
1	76	0.610767
1	77	0.970731
1	78	0.999992
1	79	0.995207
1	80	0.954103
1	81	0.994541
1	82	0.999683
1	83	0.998041
1	84	0.999945
1	85	0.808094
1	86	0.999695
1	87	0.782316
1	88	0.163052
1	89	0.993875
1	90	0.999999
1	91	0.999912
1	92	0.936635
1	93	0.98249
1	94	0.993077
1	95	0.999957
1	96	0.988569
1	97	0.683126
1	98	0.986809
1	99	0.998726
1	100	0.523755
2	1	0.99992
2	2	1
2	3	0.982252
2	4	0.923114
2	5	0.790803
2	6	0.998965
2	7	0.249524
2	8	0.0227108
2	9	0.448422
2	10	0.9994
2	11	0.909726
2	12	0.0227108
2	13	0.999936
2	14	0.999998
2	15	0.999455
2	16	0.968549
2	17	0.99971
2	18	0.0227108
2	19	0.988636
2	20	0.995943
2	21	0.999847
2	22	0.933832
2	23	0.999945
2	24	0.967512
2	25	0.784859
2	26	0.726802
2	27	0.800408
2	28	0.733095
2	29	0.990431
2	30	0.990205
2	31	0.68586
2	32	0.977699
2	33	0.999158
2	34	0.84949
2	35	0.999977
2	36	0.994484
2	37	0.996848
2	38	0.990705
2	39	0.699336
2	40	0.403647
2	41	1
2	42	0.999992
2	43	0.969687
2	44	0.999753
2	45	0.99954
2	46	0.999544
2	47	0.949407
2	48	0.538465
2	49	0.863336
2	50	0.907081
2	51	0.0227108
2	52	0.77846
2	53	0.952424
2	54	0.998681
2	55	0.99691
2	56	0.551703
2	57	0.838176
2	58	0.0227108
2	59	0.0227108
2	60	0.923767
2	61	0.612229
2	62	0.778904
2	63	0.999142
2	64	0.443757
2	65	0.984245
2	66	0.264753
2	67	0.999658
2	68	0.999964
2	69	0.697434
2	70	0.949513
2	71	0.575143
2	72	0.995127
2	73	0.999989
2	74	0.999038
2	75	0.999996
2	76	0.600695
2	77	0.967613
2	78	0.999963
2	79	0.993889
2	80	0.950236
2	81	0.99314
2	82	0.999921
2	83	0.99717
2	84	0.999998
2	85	0.800572
2	86	0.999928
2	87	0.774369
2	88	0.15055
2	89	0.992397
2	90	0.999901
2	91	1
2	92	0.932125
2	93	0.980053
2	94	0.991511
2	95	0.999759
2	96	0.986581
2	97	0.673827
2	98	0.984681
2	99	0.998008
2	100	0.51293
3	1	0.984548
3	2	0.982252
3	3	1
3	4	0.978854
3	5	0.89157
3	6	0.989768
3	7	0.426727
3	8	0.209823
3	9	0.608112
3	10	0.988159
3	11	0.971459
3	12	0.209823
3	13	0.980069
3	14	0.982622
3	15	0.987909
3	16	0.99803
3	17	0.986486
3	18	0.209823
3	19	0.999286
3	20	0.995146
3	21	0.985382
3	22	0.984352
3	23	0.980222
3	24	0.997762
3	25	0.887158
3	26	0.842731
3	27	0.898639
3	28	0.847651
3	29	0.998739
3	30	0.998819
3	31	0.810184
3	32	0.999738
3	33	0.989121
3	34	0.933373
3	35	0.980947
3	36	0.996508
3	37	0.994036
3	38	0.998636
3	39	0.820994
3	40	0.568088
3	41	0.982368
3	42	0.981485
3	43	0.998309
3	44	0.986179
3	45	0.987487
3	46	0.987468
3	47	0.991461
3	48	0.686959
3	49	0.942664
3	50	0.969939
3	51	0.209823
3	52	0.882377
3	53	0.992686
3	54	0.990587
3	55	0.993951
3	56	0.698347
3	57	0.925598
3	58	0.209823
3	59	0.209823
3	60	0.979201
3	61	0.749666
3	62	0.88271
3	63	0.989176
3	64	0.603966
3	65	0.99994
3	66	0.440925
3	67	0.986822
3	68	0.980617
3	69	0.819474
3	70	0.991505
3	71	0.718373
3	72	0.99596
3	73	0.983113
3	74	0.989534
3	75	0.982804
3	76	0.739987
3	77	0.997788
3	78	0.983823
3	79	0.996954
3	80	0.991803
3	81	0.997446
3	82	0.979823
3	83	0.993574
3	84	0.982665
3	85	0.898759
3	86	0.979925
3	87	0.879304
3	88	0.333304
3	89	0.997869
3	90	0.984792
3	91	0.982141
3	92	0.983506
3	93	0.999935
3	94	0.998302
3	95	0.986134
3	96	0.999696
3	97	0.800457
3	98	0.99991
3	99	0.99213
3	100	0.664837
4	1	0.927907
4	2	0.923114
4	3	0.978854
4	4	1
4	5	0.965359
4	6	0.93965
4	7	0.602703
4	8	0.405393
4	9	0.757643
4	10	0.935877
4	11	0.99944
4	12	0.405393
4	13	0.918706
4	14	0.923874
4	15	0.935305
4	16	0.98976
4	17	0.932109
4	18	0.405393
4	19	0.970429
4	20	0.95397
4	21	0.929697
4	22	0.999583
4	23	0.919012
4	24	0.990342
4	25	0.962796
4	26	0.935032
4	27	0.969375
4	28	0.938257
4	29	0.967349
4	30	0.96776
4	31	0.91296
4	32	0.983283
4	33	0.938113
