29	0	1	0	2	3	2	6	2	3	0	0	1	4	0	0	6	3	1	1	4	3	6	0	1	5	2	0	9	1	9	0	5	3	0	10	1	1	4	0	1	7	6	0	1	1	8	2	0	4	1
30	1	3	0	0	0	2	0	0	1	0	1	0	6	2	0	2	0	2	0	0	1	0	0	0	2	4	3	0	2	3	1	2	2	0	5	1	2	0	2	0	4	0	8	0	2	3	6	0	0	6
31	1	6	1	0	1	1	3	2	0	0	0	1	0	1	2	0	2	0	6	1	1	0	0	1	0	1	3	2	0	1	0	0	1	1	1	0	2	1	0	0	0	1	1	0	0	0	1	0	3	0
32	2	1	7	4	0	2	1	1	0	2	14	1	0	0	0	2	10	2	1	0	1	0	3	0	1	0	0	1	1	0	1	0	2	0	0	2	1	0	2	2	1	1	0	0	2	1	2	1	0	3
33	8	0	1	1	2	4	0	6	2	68	0	1	0	0	0	0	3	1	0	1	0	0	0	11	1	1	0	0	2	0	0	5	2	0	5	0	4	4	2	0	2	2	1	3	1	0	0	2	0	2
34	0	0	3	1	1	3	0	0	0	0	0	2	0	0	1	0	2	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	4	1	0	0	2	1	0	3	1	1	0	0	1	0
35	0	0	0	0	0	5	2	0	0	0	2	0	2	2	0	2	0	1	4	1	0	1	0	0	2	0	1	2	1	0	3	0	9	2	1	0	1	1	0	0	2	1	2	0	3	0	1	0	1	0
36	0	0	0	1	0	0	0	0	1	0	37	2	1	0	1	1	0	3	0	0	5	0	1	0	0	0	2	0	0	2	0	3	0	1	0	1	11	1	0	2	0	2	0	0	0	0	0	1	0	0
37	0	0	3	0	3	1	0	1	0	1	2	3	0	1	0	0	0	4	0	1	1	0	0	1	2	0	0	5	1	0	0	2	1	0	1	0	1	0	1	0	0	3	3	0	1	1	0	0	2	2
38	2	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	3	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0
39	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	1	0	0	0	342	0	0	1	2	2	0	0	0	0	2	0	0	0	0
40	0	0	0	2	0	0	0	0	0	2	5	2	2	1	1	0	1	0	2	0	4	1	1	0	0	1	0	5	1	1	2	0	0	7	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2
41	1	3	0	4	6	26	0	4	4	0	4	0	1	4	2	0	2	3	2	2	2	0	1	3	1	0	1	1	1	0	8	1	2	1	0	2	5	2	3	3	1	0	0	5	2	1	0	0	3	2
42	0	0	0	0	0	0	1	1	3	0	1	0	0	0	3	3	1	3	8	2	0	3	3	2	3	0	178	0	0	0	0	0	6	0	2	1	0	1	2	3	6	0	0	0	0	1	0	2	0	2
43	11	2	1	3	0	2	5	5	0	2	50	1	0	1	1	1	6	0	8	0	3	2	1	7	3	1	0	0	2	1	4	9	3	9	0	8	2	0	0	1	4	4	4	0	4	0	6	9	4	13
44	50	2	42	22	11	3	4	1	13	6	34	2	2	3	2	5	13	13	4	9	4	2	3	19	11	26	0	9	5	28	8	2	4	3	17	4	6	4	10	5	37	3	4	22	1	10	0	4	40	1
45	2	3	0	4	0	0	0	0	3	3	2	0	0	7	2	0	1	0	2	0	0	0	6	3	1	0	78	0	6	2	0	4	2	1	6	5	1	1	6	1	0	1	7	0	6	1	1	3	7	5
46	1	0	0	3	0	0	3	6	3	0	33	0	1	1	1	0	0	0	0	1	0	4	2	4	0	0	2	0	0	2	1	0	0	2	3	2	1	0	2	0	1	0	0	1	1	0	0	0	3	0
47	0	2	2	1	2	0	0	1	0	1	2	0	0	0	0	1	0	2	0	1	1	1	0	0	2	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	2	0	1	0	3	0	1	0
48	0	0	4	2	0	0	0	1	0	3	0	0	1	3	2	5	0	6	0	0	2	1	2	3	0	0	1	0	0	1	0	2	1	0	3	1	0	2	1	0	0	0	3	0	0	0	0	4	1	0
49	0	0	1	0	0	0	0	0	1	10	0	0	1	3	0	0	0	1	0	0	1	0	2	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	2	0	1
50	0	3	1	3	0	0	0	5	0	0	1	0	0	0	2	1	2	0	1	2	1	7	9	0	0	1	0	1	0	2	2	1	0	0	1	0	0	0	1	1	2	0	0	1	2	5	3	13	1	1
51	0	0	1	1	0	7	1	1	0	63	1	0	1	1	1	0	0	0	0	7	0	0	0	0	0	5	1	0	1	2	0	5	1	0	1	0	2	8	1	0	6	2	0	3	0	3	0	5	0	1
52	2	1	0	0	0	0	9	2	3	0	31	1	2	0	0	0	1	0	1	0	0	7	0	1	5	0	0	3	1	4	2	6	0	0	0	0	1	1	1	0	2	2	4	1	2	0	1	5	2	2
53	19	1	3	5	3	1	3	6	2	0	32	1	1	0	0	4	3	14	16	0	0	1	2	1	3	0	0	1	7	0	6	9	1	0	2	5	1	1	0	9	0	5	0	3	13	3	14	33	9	4
54	1	1	8	6	1	4	1	3	1	0	0	0	1	4	0	1	2	1	0	11	0	1	0	0	0	1	3	0	0	4	0	0	0	0	4	12	1	6	5	0	0	2	1	3	0	3	5	3	2	1
55	2	3	2	4	0	1	2	1	0	1	8	2	3	0	2	0	0	2	1	0	0	1	3	1	4	1	0	0	1	0	1	0	0	2	0	1	1	0	0	3	0	3	3	0	0	1	3	0	0	1
56	0	0	4	1	2	0	1	1	2	2	9	1	5	1	1	3	2	0	0	1	3	0	1	2	0	2	1	0	4	2	7	2	0	5	2	3	5	0	2	6	0	1	1	1	0	3	3	0	1	0
57	1	3	1	1	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	4	0	0	0	0	1	3	0	0	1	4	2	2	0	3	0	1	3	0	2	1	0	2	0	1	0	1	0	3	3	0
58	0	1	0	0	2	0	1	0	4	3	2	1	1	1	3	0	2	1	3	0	4	0	0	0	0	1	0	0	0	0	0	0	2	4	0	1	0	3	3	3	1	5	2	1	0	0	6	2	1	0
59	4	0	0	2	6	0	1	1	2	0	51	3	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	5	0	0	1	1	0	1	0	2	3	0	0	0	0	0	1	0	0
60	4	4	1	2	1	0	0	1	0	1	2	0	3	3	0	0	2	0	3	0	0	4	2	2	1	2	0	0	2	0	0	2	0	0	1	0	5	1	0	3	0	3	1	0	0	1	3	0	0	0
61	3	2	0	1	1	0	3	1	1	3	3	1	85	1	0	0	0	0	0	1	6	8	0	0	0	0	0	0	3	0	0	3	0	1	0	0	3	1	2	0	1	1	0	0	1	0	2	0	1	2
62	6	0	1	0	3	1	0	1	0	0	44	3	1	0	0	1	0	0	12	1	0	1	1	1	1	0	0	0	1	0	0	0	10	1	4	1	0	3	4	0	1	2	1	3	0	1	3	2	0	4
63	0	0	0	0	1	0	3	2	0	1	0	0	2	0	1	2	0	0	3	0	181	1	0	2	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1
64	0	1	3	3	2	0	1	2	2	1	0	0	1	0	3	0	0	3	5	0	3	0	3	0	3	0	2	2	1	3	0	4	2	0	1	0	0	3	0	0	3	0	2	1	0	1	1	2	2	3
65	1	0	0	0	1	0	1	0	1	4	2	0	1	3	1	0	0	2	3	1	5	0	2	0	2	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
66	0	1	0	0	1	0	2	0	0	0	4	1	0	1	2	2	2	0	1	1	2	1	0	0	0	1	0	4	1	0	0	1	2	0	0	0	0	1	0	0	0	0	1	1	0	2	4	1	0	1
67	0	2	1	0	0	0	2	0	0	2	1	2	1	0	1	1	0	0	0	1	0	0	0	1	2	0	2	0	6	0	0	0	0	1	2	0	0	0	0	3	0	1	2	0	0	2	0	2	0	0
68	0	6	0	1	3	0	1	2	1	1	0	1	0	1	1	2	2	2	0	3	2	1	3	8	0	0	9	1	0	2	1	0	0	0	0	1	0	6	0	7	4	0	0	1	1	4	5	0	1	1
69	0	1	2	1	0	0	0	1	0	1	0	0	9	0	0	3	4	2	5	1	0	1	0	4	1	1	98	0	0	0	3	4	1	0	3	2	0	0	3	1	1	0	0	2	1	2	0	1	2	0
70	2	2	2	3	4	0	4	6	1	0	0	1	4	0	3	2	2	1	1	0	0	0	2	5	2	0	1	0	4	2	0	5	1	1	2	0	0	6	6	2	4	0	2	1	8	0	1	1	3	0
71	1	3	0	0	0	0	3	0	2	0	2	2	2	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	1	0	2	1	1	0	1	0	1	0	1	1	0	4	0	1	0	0	0	1	1	0
72	0	1	1	1	2	4	140	3	1	0	3	2	0	3	3	0	2	0	0	1	0	0	2	1	1	2	0	1	2	0	1	1	1	0	11	0	0	0	1	1	4	0	2	1	0	8	1	2	1	0
73	6	0	0	10	1	4	2	0	7	6	6	2	4	17	1	6	15	0	1	3	4	1	5	4	0	1	0	3	10	2	0	7	4	2	2	0	2	3	4	1	0	1	6	4	11	0	3	4	5	1
74	2	0	0	0	0	1	2	0	0	1	41	1	0	1	0	1	0	3	0	0	2	2	2	0	0	1	0	5	1	8	0	3	0	1	1	0	0	2	9	1	3	0	0	0	3	1	0	0	2	0
75	2	2	5	11	2	4	0	0	12	1	0	15	0	10	0	13	0	1	8	1	1	1	3	0	4	2	3	0	1	0	6	3	1	1	4	0	1	1	42	11	17	1	1	2	3	14	7	0	8	0
76	0	0	2	2	0	3	2	5	0	1	3	0	0	1	4	1	2	1	0	0	1	0	4	1	3	2	2	1	1	4	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	2
77	1	0	1	0	1	0	2	5	0	0	4	0	2	1	1	3	1	4	1	2	2	0	0	1	3	6	0	5	2	0	0	0	2	0	9	0	9	1	2	0	0	0	0	1	2	1	0	0	3	0
78	2	3	4	1	0	0	0	2	1	0	3	2	3	4	1	0	5	2	1	0	0	0	0	1	0	0	0	5	0	1	1	4	4	3	3	1	2	1	0	1	0	4	1	0	0	1	1	6	0	0
79	1	1	4	0	0	0	3	2	1	0	0	1	2	0	116	3	0	7	1	2	0	1	4	0	0	1	0	0	0	2	0	0	0	1	2	0	0	0	1	0	1	0	2	0	3	1	0	0	1	2
80	1	0	0	0	0	1	0	1	0	3	1	1	1	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	2	2	3	0	0	0	0	2	2	1
81	0	1	1	1	0	2	3	0	1	2	2	1	0	0	3	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	6	2	0	1	0	0	1	0	0	0	1	3	1	0	0	0	0	0	2	0
82	14	20	3	2	3	3	4	1	4	5	0	2	0	1	1	2	1	0	7	5	9	3	9	0	1	11	7	0	5	2	14	1	8	1	5	0	0	1	5	5	8	8	2	20	2	1	2	1	4	7
83	0	2	6	3	3	1	3	2	0	0	38	2	1	4	0	0	0	2	0	2	1	1	3	0	0	1	4	4	1	0	0	6	0	0	0	0	0	1	2	1	0	1	2	0	0	2	4	0	0	2
84	8	0	0	1	0	2	0	0	2	0	10	0	0	2	0	2	0	5	1	4	0	2	2	1	3	0	0	5	0	1	0	0	0	0	2	0	0	0	0	1	5	1	1	0	3	1	0	1	4	0
85	1	0	4	0	6	7	1	0	0	3	48	0	1	0	1	0	0	1	0	3	1	1	0	7	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	1	3	0	1	0	0	0	1	0
86	1	0	0	9	4	0	0	1	1	0	1	1	1	6	2	2	0	0	0	1	0	3	0	3	1	0	0	5	0	2	7	0	0	1	0	0	0	1	1	2	0	1	1	0	0	1	0	1	0	0
87	0	8	0	2	0	2	0	0	1	4	0	0	7	0	5	0	0	4	4	8	0	6	2	0	1	4	0	0	2	0	1	0	0	2	9	12	0	1	5	5	1	10	0	1	0	1	1	1	1	6
88	0	0	3	2	4	1	0	0	2	2	38	2	1	1	1	1	1	1	1	1	0	1	3	7	2	2	1	1	1	3	1	1	1	2	0	4	2	1	4	2	5	0	0	1	0	3	1	2	0	0
89	0	0	2	1	1	3	2	5	2	1	0	0	0	0	2	0	4	0	0	1	0	0	0	0	2	0	0	0	0	1	0	1	0	2	0	0	0	0	3	0	0	0	0	3	0	2	1	0	0	0
90	2	1	1	0	0	0	5	0	6	1	4	1	0	1	3	0	2	5	2	2	0	0	0	1	12	3	0	1	3	4	3	0	2	1	1	0	1	0	1	2	0	1	8	0	0	7	0	2	0	5
91	0	2	4	0	2	2	4	8	1	3	27	0	4	3	2	1	2	4	1	1	5	0	2	2	5	5	4	2	0	1	0	3	1	4	2	1	0	3	2	2	3	3	7	4	0	6	2	5	1	0
92	3	3	8	1	4	12	0	1	1	2	6	3	3	7	1	2	0	6	3	0	0	2	0	6	2	1	1	2	0	3	3	3	4	6	2	0	4	1	3	7	0	3	0	2	0	0	1	2	1	3
93	0	0	0	1	2	0	0	0	1	1	1	1	1	0	1	1	1	1	2	0	2	4	2	0	2	0	2	0	0	3	1	0	2	3	0	6	0	1	2	0	0	0	1	1	4	3	1	0	0	0
94	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
95	0	0	2	2	0	5	0	0	1	1	2	3	2	0	0	1	0	0	0	0	4	0	1	0	1	2	3	1	2	0	0	0	0	0	0	4	2	0	2	4	0	4	0	2	1	1	0	0	0	0
96	0	3	0	1	0	1	5	7	0	1	1	1	0	0	5	2	1	0	2	2	1	1	0	0	1	12	1	4	3	0	2	6	0	4	2	29	0	0	4	1	3	0	4	1	0	0	1	5	1	2
97	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	7	0	1	2	0	1	0	0	1	2	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	6	1	2	0	2	0	1	1	1	1
98	0	5	1	0	7	6	0	5	0	1	30	2	0	1	4	2	1	2	1	1	1	1	3	0	1	1	1	90	4	4	6	4	2	10	2	0	4	3	3	6	0	3	0	0	3	2	6	11	0	0
99	0	11	2	0	0	1	1	3	0	42	0	1	3	1	0	8	2	2	1	5	0	0	1	6	0	0	2	0	1	0	1	4	0	0	1	1	0	4	3	0	2	3	1	3	1	0	0	0	4	0
