1	1	1
1	2	0.269689
1	3	0.697887
1	4	0.660259
1	5	0.111831
1	6	0.640062
1	7	0.0930701
1	8	0.222879
1	9	0.291202
1	10	0.941209
1	11	0.605134
1	12	0.0886426
1	13	0.295474
1	14	0.532958
1	15	0.91558
1	16	0.734503
1	17	0.897263
1	18	0.171653
1	19	0.782267
1	20	0.573311
1	21	0.434862
1	22	0.601217
1	23	0.742841
1	24	0.0941024
1	25	0.37103
1	26	0.216774
1	27	0.154199
1	28	0.148509
1	29	0.114174
1	30	0.16581
1	31	0.124186
1	32	0.106728
1	33	0.52572
1	34	0.0751344
1	35	0.406508
1	36	0.309675
1	37	0.927166
1	38	0.119204
1	39	0.2275
1	40	0.0283861
1	41	0.718847
1	42	0.396799
1	43	0.0590132
1	44	0.897726
1	45	0.557683
1	46	0.0794939
1	47	0.898524
1	48	0.277178
1	49	0.0945103
1	50	0.0684726
1	51	0.124656
1	52	0.0938826
1	53	0.799466
1	54	0.863206
1	55	0.119943
1	56	0.646608
1	57	0.333082
1	58	0.105659
1	59	0.269692
1	60	0.924106
1	61	0.305976
1	62	0.190313
1	63	0.929532
1	64	0.035727
1	65	0.165893
1	66	0.325873
1	67	0.626289
1	68	0.57974
1	69	0.0644215
1	70	0.0505145
1	71	0.17697
1	72	0.358959
1	73	0.0469207
1	74	0.215554
1	75	0.957161
1	76	0.10061
1	77	0.423707
1	78	0.539395
1	79	0.17931
1	80	0.0366533
1	81	0.0566361
1	82	0.263407
1	83	0.317887
1	84	0.913924
1	85	0.619564
1	86	0.896058
1	87	0.08086
1	88	0.199382
1	89	0.887414
1	90	0.229823
1	91	0.168242
1	92	0.855677
1	93	0.286915
1	94	0.162416
1	95	0.259913
1	96	0.111218
1	97	0.0761533
1	98	0.067044
1	99	0.779269
1	100	0.0745051
2	1	0.269689
2	2	1
2	3	0.206679
2	4	0.179491
2	5	0.0455667
2	6	0.337111
2	7	0.0961261
2	8	0.0625421
2	9	0.0802551
2	10	0.2731
2	11	0.160008
2	12	0.0145187
2	13	0.99648
2	14	0.164089
2	15	0.261497
2	16	0.249757
2	17	0.296028
2	18	0.0795065
2	19	0.22618
2	20	0.146699
2	21	0.108457
2	22	0.194023
2	23	0.210734
2	24	0.0400346
2	25	0.11541
2	26	0.0322069
2	27	0.122794
2	28	0.109295
2	29	0.0969162
2	30	0.0710344
2	31	0.082594
2	32	0.109136
2	33	0.200033
2	34	0.0358717
2	35	0.0852832
2	36	0.0749631
2	37	0.268952
2	38	0.12081
2	39	0.0518154
2	40	0.00298385
2	41	0.188335
2	42	0.141267
2	43	0.00479371
2	44	0.255262
2	45	0.139629
2	46	0.0452135
